InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,ProductName,liked
536375,20679,223,6,12/1/2010 9:32,4.95,59,6,EDWARDIAN PARASOL RED,1
536375,37370,565,6,12/1/2010 9:32,1.06,59,6,RETRO COFFEE MUGS ASSORTED,1
536375,21871,605,6,12/1/2010 9:32,1.06,59,6,SAVE THE PLANET MUG,1
536375,21071,732,6,12/1/2010 9:32,1.06,59,6,VINTAGE BILLBOARD DRINK ME MUG,1
536375,21068,733,6,12/1/2010 9:32,1.06,59,6,VINTAGE BILLBOARD LOVE/HATE MUG,1
536375,82483,757,2,12/1/2010 9:32,4.95,59,6,WOOD 2 DRAWER CABINET WHITE FINISH,1
536375,82486,759,4,12/1/2010 9:32,6.95,59,6,WOOD S/3 CABINET ANT WHITE FINISH,1
536375,82482,765,6,12/1/2010 9:32,2.1,59,6,WOODEN PICTURE FRAME WHITE FINISH,1
536375,82494L,762,6,12/1/2010 9:32,2.55,59,6,WOODEN FRAME ANTIQUE WHITE ,1
536375,84029G,368,6,12/1/2010 9:32,3.39,59,6,KNITTED UNION FLAG HOT WATER BOTTLE,1
536375,84029E,563,6,12/1/2010 9:32,3.39,59,6,RED WOOLLY HOTTIE WHITE HEART.,1
536375,22752,614,2,12/1/2010 9:32,7.65,59,6,SET 7 BABUSHKA NESTING BOXES,1
536375,21730,283,6,12/1/2010 9:32,4.25,59,6,GLASS STAR FROSTED T-LIGHT HOLDER,1
536376,22114,332,48,12/1/2010 9:32,3.45,32,6,HOT WATER BOTTLE TEA AND SYMPATHY,1
536376,21733,544,64,12/1/2010 9:32,2.55,32,6,RED HANGING HEART T-LIGHT HOLDER,1
536377,22632,301,6,12/1/2010 9:34,1.85,59,6,HAND WARMER RED POLKA DOT,1
536377,22633,304,6,12/1/2010 9:34,1.85,59,6,HAND WARMER UNION JACK,1
536378,22386,354,10,12/1/2010 9:37,1.95,25,6,JUMBO BAG PINK POLKADOT,1
536378,85099C,350,10,12/1/2010 9:37,1.95,25,6,JUMBO  BAG BAROQUE BLACK WHITE,1
536378,21033,351,10,12/1/2010 9:37,2.95,25,6,JUMBO BAG CHARLIE AND LOLA TOYS,1
536378,20723,692,10,12/1/2010 9:37,0.85,25,6,STRAWBERRY CHARLOTTE BAG,1
536378,84997B,535,12,12/1/2010 9:37,3.75,25,6,RED 3 PIECE RETROSPOT CUTLERY SET,1
536378,84997C,79,6,12/1/2010 9:37,3.75,25,6,BLUE 3 PIECE POLKADOT CUTLERY SET,1
536378,21094,653,12,12/1/2010 9:37,0.85,25,6,SET/6 RED SPOTTY PAPER PLATES,1
536378,20725,387,10,12/1/2010 9:37,1.65,25,6,LUNCH BAG RED RETROSPOT,1
536378,21559,693,6,12/1/2010 9:37,2.55,25,6,STRAWBERRY LUNCH BOX WITH CUTLERY,1
536378,22352,392,6,12/1/2010 9:37,2.55,25,6,LUNCH BOX WITH CUTLERY RETROSPOT ,1
536378,21212,458,120,12/1/2010 9:37,0.42,25,6,PACK OF 72 RETROSPOT CAKE CASES,1
536378,21975,454,24,12/1/2010 9:37,0.55,25,6,PACK OF 60 DINOSAUR CAKE CASES,1
536378,21977,456,24,12/1/2010 9:37,0.55,25,6,PACK OF 60 PINK PAISLEY CAKE CASES,1
536378,84991,32,24,12/1/2010 9:37,0.55,25,6,60 TEATIME FAIRY CAKE CASES,1
536378,84519A,710,6,12/1/2010 9:37,2.95,25,6,TOMATO CHARLIE+LOLA COASTER SET,1
536378,85183B,130,48,12/1/2010 9:37,1.25,25,6,CHARLIE & LOLA WASTEPAPER BIN FLORA,1
536378,85071B,536,96,12/1/2010 9:37,0.38,25,6,RED CHARLIE+LOLA PERSONAL DOORSIGN,1
536378,21931,363,10,12/1/2010 9:37,1.95,25,6,JUMBO STORAGE BAG SUKI,1
536378,21929,355,10,12/1/2010 9:37,1.95,25,6,JUMBO BAG PINK VINTAGE PAISLEY,1
536380,22961,346,24,12/1/2010 9:41,1.45,57,6,JAM MAKING SET PRINTED,1
536381,22139,577,23,12/1/2010 9:41,4.25,33,6,RETROSPOT TEA SET CERAMIC 11 PC ,1
536381,84854,278,5,12/1/2010 9:41,4.95,33,6,GIRLY PINK TOOL SET,1
536381,22411,361,10,12/1/2010 9:41,1.95,33,6,JUMBO SHOPPER VINTAGE RED PAISLEY,1
536381,82567,39,2,12/1/2010 9:41,2.1,33,6,"AIRLINE LOUNGE,METAL SIGN",1
536381,21672,752,6,12/1/2010 9:41,1.25,33,6,WHITE SPOT RED CERAMIC DRAWER KNOB,1
536381,22774,539,24,12/1/2010 9:41,1.25,33,6,RED DRAWER KNOB ACRYLIC EDWARDIAN,1
536381,22771,176,24,12/1/2010 9:41,1.25,33,6,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,1
536381,71270,481,1,12/1/2010 9:41,1.25,33,6,PHOTO CLIP LINE,1
536381,22262,240,1,12/1/2010 9:41,0.85,33,6,FELT EGG COSY CHICKEN,1
536381,22637,487,1,12/1/2010 9:41,2.55,33,6,PIGGY BANK RETROSPOT ,1
536381,21934,663,10,12/1/2010 9:41,1.65,33,6,SKULL SHOULDER BAG,1
536381,21169,774,3,12/1/2010 9:41,1.69,33,6,YOU'RE CONFUSING ME METAL SIGN ,1
536381,21166,180,1,12/1/2010 9:41,1.95,33,6,COOK WITH WINE METAL SIGN ,1
536381,21175,273,2,12/1/2010 9:41,2.1,33,6,GIN + TONIC DIET METAL SIGN,1
536381,37444A,771,1,12/1/2010 9:41,2.95,33,6,YELLOW BREAKFAST CUP AND SAUCER,1
536381,37444C,492,1,12/1/2010 9:41,2.95,33,6,PINK BREAKFAST CUP AND SAUCER ,1
536381,22086,467,4,12/1/2010 9:41,2.95,33,6,PAPER CHAIN KIT 50'S CHRISTMAS ,1
536381,22083,469,1,12/1/2010 9:41,2.95,33,6,PAPER CHAIN KIT RETROSPOT,1
536381,84971S,673,6,12/1/2010 9:41,0.85,33,6,SMALL HEART FLOWERS HOOK ,1
536381,71270,481,3,12/1/2010 9:41,1.25,33,6,PHOTO CLIP LINE,1
536381,47580,704,2,12/1/2010 9:41,2.55,33,6,TEA TIME DES TEA COSY,1
536381,22261,241,1,12/1/2010 9:41,0.85,33,6,FELT EGG COSY WHITE RABBIT ,1
536381,84832,776,1,12/1/2010 9:41,0.85,33,6,ZINC WILLIE WINKIE  CANDLE STICK,1
536381,22644,124,1,12/1/2010 9:41,1.45,33,6,CERAMIC CHERRY CAKE MONEY BANK,1
536381,21533,573,1,12/1/2010 9:41,4.95,33,6,RETROSPOT LARGE MILK JUG,1
536381,21557,633,2,12/1/2010 9:41,2.95,33,6,SET OF 6 FUNKY BEAKERS,1
536381,15056BL,221,2,12/1/2010 9:41,5.95,33,6,EDWARDIAN PARASOL BLACK,1
536381,15056N,222,2,12/1/2010 9:41,5.95,33,6,EDWARDIAN PARASOL NATURAL,1
536381,22646,127,4,12/1/2010 9:41,1.45,33,6,CERAMIC STRAWBERRY CAKE MONEY BANK,1
536381,22176,89,1,12/1/2010 9:41,2.95,33,6,BLUE OWL SOFT TOY,1
536381,22438,59,1,12/1/2010 9:41,1.95,33,6,BALLOON ART MAKE YOUR OWN FLOWERS,1
536381,21731,561,2,12/1/2010 9:41,1.65,33,6,RED TOADSTOOL LED NIGHT LIGHT,1
536381,22778,280,3,12/1/2010 9:41,3.95,33,6,GLASS CLOCHE SMALL,1
536381,22719,296,36,12/1/2010 9:41,1.06,33,6,GUMBALL MONOCHROME COAT RACK,1
536381,21523,210,10,12/1/2010 9:41,6.75,33,6,DOORMAT FANCY FONT HOME SWEET HOME,1
C536379,D,220,-1,12/1/2010 9:41,27.5,23,6,Discount,0
536382,10002,337,12,12/1/2010 9:45,0.85,43,6,INFLATABLE POLITICAL GLOBE ,1
536382,21912,739,8,12/1/2010 9:45,3.75,43,6,VINTAGE SNAKES & LADDERS,1
536382,21832,148,12,12/1/2010 9:45,1.65,43,6,CHOCOLATE CALCULATOR,1
536382,22411,361,10,12/1/2010 9:45,1.95,43,6,JUMBO SHOPPER VINTAGE RED PAISLEY,1
536382,22379,533,10,12/1/2010 9:45,2.1,43,6,RECYCLING BAG RETROSPOT ,1
536382,22381,714,50,12/1/2010 9:45,1.85,43,6,TOY TIDY PINK POLKADOT,1
536382,22798,46,8,12/1/2010 9:45,2.95,43,6,ANTIQUE GLASS DRESSING TABLE POT,1
536382,22726,40,4,12/1/2010 9:45,3.75,43,6,ALARM CLOCK BAKELIKE GREEN,1
536382,22926,341,12,12/1/2010 9:45,5.95,43,6,IVORY GIANT GARDEN THERMOMETER,1
536382,22839,14,2,12/1/2010 9:45,14.95,43,6,3 TIER CAKE TIN GREEN AND CREAM,1
536382,22838,15,2,12/1/2010 9:45,14.95,43,6,3 TIER CAKE TIN RED AND CREAM,1
536382,22783,612,4,12/1/2010 9:45,16.95,43,6,SET 3 WICKER OVAL BASKETS W LIDS,1
C536383,35004C,624,-1,12/1/2010 9:49,4.65,33,6,SET OF 3 COLOURED  FLYING DUCKS,0
536384,82484,758,3,12/1/2010 9:53,6.45,67,6,WOOD BLACK BOARD ANT WHITE FINISH,1
536384,84755,178,48,12/1/2010 9:53,0.65,67,6,COLOUR GLASS T-LIGHT HOLDER HANGING,1
536384,22464,309,12,12/1/2010 9:53,1.65,67,6,HANGING METAL HEART LANTERN,1
536384,21324,308,6,12/1/2010 9:53,2.95,67,6,HANGING MEDINA LANTERN SMALL,1
536384,22457,424,12,12/1/2010 9:53,2.95,67,6,NATURAL SLATE HEART CHALKBOARD ,1
536384,22469,317,40,12/1/2010 9:53,1.45,67,6,HEART OF WICKER SMALL,1
536384,22470,316,40,12/1/2010 9:53,2.55,67,6,HEART OF WICKER LARGE,1
536384,22224,749,6,12/1/2010 9:53,2.95,67,6,WHITE LOVEBIRD LANTERN,1
536384,21340,172,2,12/1/2010 9:53,12.75,67,6,CLASSIC METAL BIRDCAGE PLANT HOLDER,1
536384,22189,189,4,12/1/2010 9:53,3.95,67,6,CREAM HEART CARD HOLDER,1
536384,22427,228,3,12/1/2010 9:53,5.95,67,6,ENAMEL FLOWER JUG CREAM,1
536384,22428,227,6,12/1/2010 9:53,6.95,67,6,ENAMEL FIRE BUCKET CREAM,1
536384,22424,226,8,12/1/2010 9:53,10.95,67,6,ENAMEL BREAD BIN CREAM,1
536385,22783,612,1,12/1/2010 9:56,19.95,53,6,SET 3 WICKER OVAL BASKETS W LIDS,1
536385,22961,346,12,12/1/2010 9:56,1.45,53,6,JAM MAKING SET PRINTED,1
536385,22960,347,6,12/1/2010 9:56,4.25,53,6,JAM MAKING SET WITH JARS,1
536385,22663,352,10,12/1/2010 9:56,1.95,53,6,JUMBO BAG DOLLY GIRL DESIGN,1
536385,85049A,715,12,12/1/2010 9:56,1.25,53,6,TRADITIONAL CHRISTMAS RIBBONS,1
536385,22168,432,2,12/1/2010 9:56,8.5,53,6,ORGANISER WOOD ANTIQUE WHITE ,1
536385,22662,385,10,12/1/2010 9:56,1.65,53,6,LUNCH BAG DOLLY GIRL DESIGN,1
536386,84880,753,36,12/1/2010 9:57,4.95,42,6,WHITE WIRE EGG HOLDER,1
536386,85099C,350,100,12/1/2010 9:57,1.65,42,6,JUMBO  BAG BAROQUE BLACK WHITE,1
536386,85099B,356,100,12/1/2010 9:57,1.65,42,6,JUMBO BAG RED RETROSPOT,1
536387,79321,145,192,12/1/2010 9:58,3.82,42,6,CHILLI LIGHTS,1
536387,22780,379,192,12/1/2010 9:58,3.37,42,6,LIGHT GARLAND BUTTERFILES PINK,1
536387,22779,764,192,12/1/2010 9:58,3.37,42,6,WOODEN OWLS LIGHT GARLAND ,1
536387,22466,235,432,12/1/2010 9:58,1.45,42,6,FAIRY TALE COTTAGE NIGHTLIGHT,1
536387,21731,561,432,12/1/2010 9:58,1.25,42,6,RED TOADSTOOL LED NIGHT LIGHT,1
536388,21754,327,3,12/1/2010 9:59,5.95,46,6,HOME BUILDING BLOCK WORD,1
536388,21755,381,3,12/1/2010 9:59,5.95,46,6,LOVE BUILDING BLOCK WORD,1
536388,21523,210,2,12/1/2010 9:59,7.95,46,6,DOORMAT FANCY FONT HOME SWEET HOME,1
536388,21363,328,3,12/1/2010 9:59,4.95,46,6,HOME SMALL WOOD LETTERS,1
536388,21411,276,3,12/1/2010 9:59,4.25,46,6,GINGHAM HEART  DOORSTOP RED,1
536388,22318,258,6,12/1/2010 9:59,2.95,46,6,FIVE HEART HANGING DECORATION,1
536388,22464,309,12,12/1/2010 9:59,1.65,46,6,HANGING METAL HEART LANTERN,1
536388,22915,53,12,12/1/2010 9:59,0.42,46,6,ASSORTED BOTTLE TOP  MAGNETS ,1
536388,22922,267,12,12/1/2010 9:59,0.85,46,6,FRIDGE MAGNETS US DINER ASSORTED,1
536388,22969,329,12,12/1/2010 9:59,1.45,46,6,HOMEMADE JAM SCENTED CANDLES,1
536388,22923,266,12,12/1/2010 9:59,0.85,46,6,FRIDGE MAGNETS LES ENFANTS ASSORTED,1
536388,21115,590,4,12/1/2010 9:59,6.75,46,6,ROSE CARAVAN DOORSTOP,1
536388,22469,317,12,12/1/2010 9:59,1.65,46,6,HEART OF WICKER SMALL,1
536388,22242,24,12,12/1/2010 9:59,1.65,46,6,5 HOOK HANGER MAGIC TOADSTOOL,1
536389,22941,159,6,12/1/2010 10:03,8.5,0,0,CHRISTMAS LIGHTS 10 REINDEER,1
536389,21622,743,8,12/1/2010 10:03,4.95,0,0,VINTAGE UNION JACK CUSHION COVER,1
536389,21791,735,12,12/1/2010 10:03,1.25,0,0,VINTAGE HEADS AND TAILS CARD GAME ,1
536389,35004C,624,6,12/1/2010 10:03,5.45,0,0,SET OF 3 COLOURED  FLYING DUCKS,1
536389,35004G,625,4,12/1/2010 10:03,6.35,0,0,SET OF 3 GOLD FLYING DUCKS,1
536389,85014B,556,6,12/1/2010 10:03,5.95,0,0,RED RETROSPOT UMBRELLA,1
536389,85014A,78,3,12/1/2010 10:03,5.95,0,0,BLACK/BLUE POLKADOT UMBRELLA,1
536389,22193,538,2,12/1/2010 10:03,8.5,0,0,RED DINER WALL CLOCK,1
536389,22726,40,4,12/1/2010 10:03,3.75,0,0,ALARM CLOCK BAKELIKE GREEN,1
536389,22727,44,4,12/1/2010 10:03,3.75,0,0,ALARM CLOCK BAKELIKE RED ,1
536389,22192,83,2,12/1/2010 10:03,8.5,0,0,BLUE DINER WALL CLOCK,1
536389,22191,338,2,12/1/2010 10:03,8.5,0,0,IVORY DINER WALL CLOCK,1
536389,22195,374,24,12/1/2010 10:03,1.65,0,0,LARGE HEART MEASURING SPOONS,1
536389,22196,674,24,12/1/2010 10:03,0.85,0,0,SMALL HEART MEASURING SPOONS,1
536390,22941,159,2,12/1/2010 10:19,8.5,54,6,CHRISTMAS LIGHTS 10 REINDEER,1
536390,22960,347,12,12/1/2010 10:19,3.75,54,6,JAM MAKING SET WITH JARS,1
536390,22961,346,12,12/1/2010 10:19,1.45,54,6,JAM MAKING SET PRINTED,1
536390,22962,345,48,12/1/2010 10:19,0.72,54,6,JAM JAR WITH PINK LID,1
536390,22963,344,48,12/1/2010 10:19,0.72,54,6,JAM JAR WITH GREEN LID,1
536390,22968,591,8,12/1/2010 10:19,8.5,54,6,ROSE COTTAGE KEEPSAKE BOX ,1
536390,84970S,307,144,12/1/2010 10:19,0.64,54,6,HANGING HEART ZINC T-LIGHT HOLDER,1
536390,22910,470,40,12/1/2010 10:19,2.55,54,6,PAPER CHAIN KIT VINTAGE CHRISTMAS,1
536390,20668,202,288,12/1/2010 10:19,0.1,54,6,DISCO BALL CHRISTMAS DECORATION,1
536390,85123A,748,64,12/1/2010 10:19,2.55,54,6,WHITE HANGING HEART T-LIGHT HOLDER,1
536390,22197,676,100,12/1/2010 10:19,0.72,54,6,SMALL POPCORN HOLDER,1
536390,22198,375,50,12/1/2010 10:19,1.45,54,6,LARGE POPCORN HOLDER ,1
536390,21533,573,12,12/1/2010 10:19,4.25,54,6,RETROSPOT LARGE MILK JUG,1
536390,21080,649,96,12/1/2010 10:19,0.64,54,6,SET/20 RED RETROSPOT PAPER NAPKINS ,1
536390,21094,653,96,12/1/2010 10:19,0.64,54,6,SET/6 RED SPOTTY PAPER PLATES,1
536390,21086,652,48,12/1/2010 10:19,0.65,54,6,SET/6 RED SPOTTY PAPER CUPS,1
536390,21786,518,144,12/1/2010 10:19,0.32,54,6,POLKADOT RAIN HAT ,1
536390,22654,197,40,12/1/2010 10:19,4.95,54,6,DELUXE SEWING KIT ,1
536390,21485,571,24,12/1/2010 10:19,4.25,54,6,RETROSPOT HEART HOT WATER BOTTLE,1
536390,84029G,368,24,12/1/2010 10:19,3.39,54,6,KNITTED UNION FLAG HOT WATER BOTTLE,1
536390,84030E,230,24,12/1/2010 10:19,3.75,54,6,ENGLISH ROSE HOT WATER BOTTLE,1
536390,22174,482,48,12/1/2010 10:19,1.48,54,6,PHOTO CUBE,1
536390,22969,329,96,12/1/2010 10:19,1.25,54,6,HOMEMADE JAM SCENTED CANDLES,1
536390,85099B,356,100,12/1/2010 10:19,1.65,54,6,JUMBO BAG RED RETROSPOT,1
C536391,22556,509,-12,12/1/2010 10:24,1.65,55,6,PLASTERS IN TIN CIRCUS PARADE ,0
C536391,21984,441,-24,12/1/2010 10:24,0.29,55,6,PACK OF 12 PINK PAISLEY TISSUES ,0
C536391,21983,437,-24,12/1/2010 10:24,0.29,55,6,PACK OF 12 BLUE PAISLEY TISSUES ,0
C536391,21980,443,-24,12/1/2010 10:24,0.29,55,6,PACK OF 12 RED RETROSPOT TISSUES ,0
C536391,21484,137,-12,12/1/2010 10:24,3.45,55,6,CHICK GREY HOT WATER BOTTLE,0
C536391,22557,513,-12,12/1/2010 10:24,1.65,55,6,PLASTERS IN TIN VINTAGE PAISLEY ,0
C536391,22553,510,-24,12/1/2010 10:24,1.65,55,6,PLASTERS IN TIN SKULLS,0
536392,22150,13,6,12/1/2010 10:29,1.95,13,6,3 STRIPEY MICE FELTCRAFT,1
536392,22619,636,4,12/1/2010 10:29,3.75,13,6,SET OF 6 SOLDIER SKITTLES,1
536392,21891,717,12,12/1/2010 10:29,1.25,13,6,TRADITIONAL WOODEN SKIPPING ROPE,1
536392,21889,761,12,12/1/2010 10:29,1.25,13,6,WOODEN BOX OF DOMINOES,1
536392,22827,598,1,12/1/2010 10:29,165.0,13,6,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1
536392,22127,473,12,12/1/2010 10:29,1.25,13,6,PARTY CONES CARNIVAL ASSORTED,1
536392,22128,472,12,12/1/2010 10:29,1.25,13,6,PARTY CONES CANDY ASSORTED,1
536392,22502,485,4,12/1/2010 10:29,5.95,13,6,PICNIC BASKET WICKER SMALL,1
536392,84879,54,16,12/1/2010 10:29,1.69,13,6,ASSORTED COLOUR BIRD ORNAMENT,1
536392,22338,686,24,12/1/2010 10:29,0.65,13,6,STAR DECORATION PAINTED ZINC ,1
536393,22180,572,8,12/1/2010 10:37,9.95,14,6,RETROSPOT LAMP,1
536394,21506,237,24,12/1/2010 10:39,0.42,10,6,"FANCY FONT BIRTHDAY CARD, ",1
536394,22633,304,96,12/1/2010 10:39,1.85,10,6,HAND WARMER UNION JACK,1
536394,22866,303,96,12/1/2010 10:39,1.85,10,6,HAND WARMER SCOTTY DOG DESIGN,1
536394,22865,300,96,12/1/2010 10:39,1.85,10,6,HAND WARMER OWL DESIGN,1
536394,22632,302,96,12/1/2010 10:39,1.85,10,6,HAND WARMER RED RETROSPOT,1
536394,21485,571,12,12/1/2010 10:39,4.95,10,6,RETROSPOT HEART HOT WATER BOTTLE,1
536394,22349,205,12,12/1/2010 10:39,3.75,10,6,DOG BOWL CHASING BALL DESIGN,1
536394,22558,177,48,12/1/2010 10:39,1.25,10,6,CLOTHES PEGS RETROSPOT PACK 24 ,1
536394,85152,297,12,12/1/2010 10:39,2.1,10,6,HAND OVER THE CHOCOLATE   SIGN ,1
536394,85123A,748,32,12/1/2010 10:39,2.55,10,6,WHITE HANGING HEART T-LIGHT HOLDER,1
536394,22652,718,20,12/1/2010 10:39,1.65,10,6,TRAVEL SEWING KIT,1
536395,22188,70,8,12/1/2010 10:47,3.95,17,6,BLACK HEART CARD HOLDER,1
536395,84879,54,32,12/1/2010 10:47,1.69,17,6,ASSORTED COLOUR BIRD ORNAMENT,1
536395,21977,456,24,12/1/2010 10:47,0.55,17,6,PACK OF 60 PINK PAISLEY CAKE CASES,1
536395,84991,32,24,12/1/2010 10:47,0.55,17,6,60 TEATIME FAIRY CAKE CASES,1
